Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Cost,Price,Profit,Quantity,Sales
5893,CA-2017-146157,21/11/2017,26/11/2017,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,244.72,438.92,194.2,15,6583.76257
5894,CA-2018-159954,10/09/2018,14/09/2018,Standard Class,SS-20410,Shahid Shariari,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,220.36,70.88,-149.48,17,1204.931338
5895,CA-2018-100825,09/09/2018,14/09/2018,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,859.91,389.56,-470.35,10,3895.641754
5896,CA-2015-168305,01/11/2015,08/11/2015,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,738.07,793.44,55.37,5,3967.188726
5897,CA-2015-168305,01/11/2015,08/11/2015,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,645.85,201.57,-444.28,8,1612.572482
5898,CA-2017-167682,03/04/2017,09/04/2017,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",64.83,344.66,279.82,4,1378.620511
5899,CA-2017-167682,03/04/2017,09/04/2017,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,722.87,21.66,-701.21,11,238.2720338
5900,CA-2018-108000,12/01/2018,16/01/2018,Standard Class,LS-16945,Linda Southworth,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,461.25,171.48,-289.77,16,2743.600534
5901,CA-2016-146465,20/11/2016,24/11/2016,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,259.98,954.62,694.63,21,20046.94739
5902,CA-2017-159639,27/11/2017,02/12/2017,Standard Class,PC-18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,429.46,366.76,-62.7,20,7335.228566
5903,US-2018-153948,06/11/2018,06/11/2018,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,252.71,195.54,-57.17,12,2346.42446
5904,US-2018-153948,06/11/2018,06/11/2018,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,946.26,30.15,-916.11,12,361.7553794
5905,US-2018-153948,06/11/2018,06/11/2018,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,960.88,773.3,-187.58,20,15466.01985
5906,US-2018-153948,06/11/2018,06/11/2018,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10000414,Office Supplies,Labels,Avery 503,923.31,788.78,-134.53,19,14986.8219
5907,US-2018-153948,06/11/2018,06/11/2018,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,298.45,637.42,338.97,20,12748.4497
5908,US-2017-113985,02/12/2017,07/12/2017,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,363.65,147.3,-216.35,3,441.8865567
5909,US-2017-113985,02/12/2017,07/12/2017,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",63.08,638.68,575.61,1,638.6830321
5910,US-2017-113985,02/12/2017,07/12/2017,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",213.36,206.34,-7.02,16,3301.516285
5911,US-2017-113985,02/12/2017,07/12/2017,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,719.24,962.71,243.47,7,6738.970272
5912,CA-2017-155383,17/12/2017,22/12/2017,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",861.23,100.79,-760.44,19,1914.928054
5913,CA-2015-120432,24/08/2015,26/08/2015,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Owensboro,Kentucky,42301,South,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,372.76,713.14,340.37,18,12836.45458
5914,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,525.85,448.99,-76.86,13,5836.883858
5915,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,755.76,645.27,-110.5,7,4516.859515
5916,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,66.65,97.37,30.72,8,778.9594348
5917,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,903.43,614.83,-288.6,6,3688.951909
5918,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",515.55,893.1,377.55,20,17861.96186
5919,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,260.51,904.03,643.52,20,18080.51808
5920,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,508.28,848.81,340.53,10,8488.132365
5921,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,639.64,259.19,-380.45,10,2591.92794
5922,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",852.79,375.51,-477.28,11,4130.641514
5923,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,857.24,42.19,-815.05,13,548.4352598
5924,CA-2017-130288,26/11/2017,30/11/2017,Second Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,10011,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",939.95,455.47,-484.48,18,8198.487246
5925,CA-2018-146458,19/11/2018,22/11/2018,Second Class,RB-19435,Richard Bierner,Consumer,United States,Springfield,Virginia,22153,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,485.03,311.93,-173.1,1,311.9270575
5926,CA-2018-150420,03/06/2018,08/06/2018,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,98226,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,194.31,715.52,521.21,6,4293.099437
5927,US-2015-118997,08/04/2015,12/04/2015,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",50.01,100.36,50.36,11,1104.014823
5928,CA-2015-114314,11/10/2015,15/10/2015,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,225.78,381.65,155.87,22,8396.293264
5929,CA-2015-114314,11/10/2015,15/10/2015,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,719.49,628.99,-90.51,15,9434.818169
5930,US-2018-169551,07/07/2018,09/07/2018,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,158.67,935.53,776.86,3,2806.59244
5931,US-2018-169551,07/07/2018,09/07/2018,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,328.04,389.85,61.81,12,4678.245761
5932,US-2018-169551,07/07/2018,09/07/2018,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,370.06,360.12,-9.94,4,1440.495252
5933,US-2018-169551,07/07/2018,09/07/2018,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,543.35,175.77,-367.58,3,527.3052348
5934,US-2018-169551,07/07/2018,09/07/2018,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,523.59,271.71,-251.88,18,4890.805931
5935,US-2018-169551,07/07/2018,09/07/2018,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,575.47,601.01,25.54,8,4808.052522
5936,CA-2017-103107,04/07/2017,04/07/2017,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",131.78,659.16,527.38,1,659.1610501
5937,CA-2017-103107,04/07/2017,04/07/2017,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,366.49,438,71.51,14,6132.059525
5938,CA-2017-103107,04/07/2017,04/07/2017,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,918.2,224.32,-693.88,11,2467.502014
5939,CA-2018-122077,19/05/2018,25/05/2018,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,75023,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,804.06,641.93,-162.13,12,7703.166767
5940,CA-2018-122077,19/05/2018,25/05/2018,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,75023,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,455.73,732.21,276.49,6,4393.287286
5941,CA-2018-112431,12/10/2018,14/10/2018,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,433.52,604.48,170.95,7,4231.330194
5942,CA-2018-112431,12/10/2018,14/10/2018,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,431.9,213.58,-218.32,24,5125.971462
5943,CA-2017-151092,06/08/2017,13/08/2017,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,851.02,533.66,-317.36,15,8004.887203
5944,CA-2015-104178,25/08/2015,29/08/2015,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",763.07,97.98,-665.09,5,489.8995216
5945,CA-2015-104178,25/08/2015,29/08/2015,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,955.61,439.46,-516.15,2,878.9280135
5946,CA-2015-104178,25/08/2015,29/08/2015,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,839.71,530.46,-309.25,13,6895.984509
5947,CA-2015-104178,25/08/2015,29/08/2015,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,97.28,250.71,153.43,23,5766.302224
5948,CA-2016-115924,14/09/2016,18/09/2016,Second Class,BE-11455,Brad Eason,Home Office,United States,Des Moines,Iowa,50315,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,427.39,866.05,438.66,20,17321.01311
5949,CA-2018-161046,05/03/2018,05/03/2018,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,164.12,930.35,766.23,25,23258.71666
5950,CA-2018-161046,05/03/2018,05/03/2018,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,931.74,30.65,-901.1,15,459.7147048
5951,CA-2018-161046,05/03/2018,05/03/2018,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,222.31,95.41,-126.9,4,381.6235608
5952,CA-2018-161046,05/03/2018,05/03/2018,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,167.13,336.76,169.63,18,6061.646618
5953,US-2018-141698,15/04/2018,21/04/2018,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Houston,Texas,77041,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,467.56,646.31,178.75,18,11633.62341
5954,US-2015-105151,30/03/2015,31/03/2015,First Class,SG-20890,Susan Gilcrest,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",603.91,939.03,335.12,19,17841.63374
5955,CA-2015-155796,11/11/2015,15/11/2015,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",128.03,680.52,552.49,17,11568.88346
5956,CA-2015-155796,11/11/2015,15/11/2015,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",37.66,784.65,746.99,13,10200.45889
5957,CA-2017-127138,12/03/2017,15/03/2017,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",908.5,262.45,-646.05,20,5248.934295
5958,CA-2017-127138,12/03/2017,15/03/2017,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,1.87,836.29,834.42,8,6690.290632
5959,CA-2017-127138,12/03/2017,15/03/2017,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,573.24,193.9,-379.34,13,2520.752581
5960,CA-2017-127138,12/03/2017,15/03/2017,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,540.17,215.43,-324.75,10,2154.254101
5961,CA-2018-150602,09/02/2018,14/02/2018,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",292.27,229.06,-63.21,20,4581.273958
5962,CA-2015-140732,11/11/2015,13/11/2015,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,958.35,258.64,-699.71,14,3620.989748
5963,CA-2015-140732,11/11/2015,13/11/2015,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",418.83,168.98,-249.84,20,3379.690417
5964,CA-2015-140732,11/11/2015,13/11/2015,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,389.89,277.58,-112.31,1,277.5778317
5965,CA-2018-119011,20/08/2018,25/08/2018,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,175.8,359.79,184,25,8994.866557
5966,CA-2018-119011,20/08/2018,25/08/2018,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",53.65,643.8,590.15,2,1287.603518
5967,CA-2018-119011,20/08/2018,25/08/2018,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,845.94,854.36,8.42,19,16232.8232
5968,CA-2017-166912,15/01/2017,17/01/2017,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,495.81,605.73,109.91,6,3634.351283
5969,CA-2015-141726,20/07/2015,22/07/2015,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,805.25,423.96,-381.29,15,6359.428691
5970,CA-2015-141726,20/07/2015,22/07/2015,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,881.06,430.56,-450.5,5,2152.796959
5971,CA-2015-141726,20/07/2015,22/07/2015,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,572.72,389.71,-183.01,1,389.7122764
5972,CA-2015-141726,20/07/2015,22/07/2015,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,124.78,72.54,-52.23,1,72.54469283
5973,CA-2018-115105,06/02/2018,11/02/2018,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10024,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",341.8,485.18,143.38,23,11159.15307
5974,CA-2016-143980,25/12/2016,29/12/2016,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10011,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,396.24,444.17,47.92,22,9771.643786
5975,CA-2017-135636,08/10/2017,13/10/2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,304.64,906.1,601.46,14,12685.36705
5976,CA-2018-102155,13/07/2018,17/07/2018,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,427.34,231.25,-196.09,12,2775.023315
5977,CA-2018-102155,13/07/2018,17/07/2018,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,740.98,675.96,-65.03,17,11491.23784
5978,CA-2018-116953,24/04/2018,25/04/2018,First Class,SV-20935,Susan Vittorini,Consumer,United States,Mesa,Arizona,85204,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,952.29,756.28,-196.02,16,12100.4384
5979,CA-2015-117765,07/09/2015,13/09/2015,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,583.29,239.38,-343.91,2,478.7560753
5980,CA-2015-117765,07/09/2015,13/09/2015,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,871.61,298.36,-573.25,13,3878.639865
5981,CA-2015-117765,07/09/2015,13/09/2015,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",618.94,426.3,-192.64,17,7247.111934
5982,CA-2015-117765,07/09/2015,13/09/2015,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,408.66,499.23,90.57,20,9984.535374
5983,CA-2017-114895,21/11/2017,28/11/2017,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,337.49,283.63,-53.85,5,1418.167759
5984,CA-2018-112984,16/09/2018,18/09/2018,Second Class,EH-14185,Evan Henry,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,888.64,494.1,-394.54,10,4940.951999
5985,CA-2017-163776,19/07/2017,25/07/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",93.54,786.36,692.82,19,14940.93272
5986,CA-2017-163776,19/07/2017,25/07/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",989.97,313.39,-676.58,19,5954.421257
5987,CA-2017-163776,19/07/2017,25/07/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,925.82,34.15,-891.66,15,512.3241446
5988,CA-2017-163776,19/07/2017,25/07/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,425.16,614.08,188.92,2,1228.16597
5989,CA-2017-163776,19/07/2017,25/07/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,123.48,447.45,323.97,7,3132.16857
5990,CA-2017-163776,19/07/2017,25/07/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,149.35,957.47,808.12,22,21064.29968
5991,US-2018-163300,15/09/2018,21/09/2018,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,526.88,624.36,97.47,25,15608.90054
5992,US-2018-163300,15/09/2018,21/09/2018,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,451.87,422.15,-29.72,2,844.3007593
5993,US-2018-163300,15/09/2018,21/09/2018,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,724.17,517.74,-206.43,3,1553.22738
5994,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,212.92,928.36,715.45,15,13925.41845
5995,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",418.8,943.84,525.04,1,943.8388056
5996,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",957.12,4.1,-953.02,25,102.5960247
5997,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",19.74,262.75,243,4,1050.985304
5998,CA-2017-162187,11/12/2017,11/12/2017,Same Day,NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",518.3,269.55,-248.75,15,4043.227132
